numero_dpe,date_etablissement_dpe,date_fin_validite_dpe,etiquette_dpe,etiquette_ges,type_batiment,periode_construction,surface_habitable_logement,nom_commune_ban,code_insee_ban,conso_5_usages_par_m2_ep,type_parc,station
2373E0391983E,2023-02-07,2033-02-06,E,B,appartement,1989-2000,28.3,La Plagne Tarentaise,73150,296.4,existant,La Plagne
2373E1364780L,2023-04-08,2033-04-07,F,C,appartement,1978-1982,56.8,Bourg-Saint-Maurice,73054,411.8,existant,Les Arcs / Bourg-Saint-Maurice
2373E1568529Y,2023-04-27,2033-04-26,E,C,appartement,1989-2000,45.1,La Plagne Tarentaise,73150,339.2,existant,La Plagne
2373E2160739G,2023-06-27,2033-06-26,E,C,maison,avant 1948,148.6,Peisey-Nancroix,73197,316.7,existant,Peisey-Vallandry
2373E1528488X,2023-05-09,2033-05-08,E,C,appartement,1978-1982,21.8,La Plagne Tarentaise,73150,406.5,existant,La Plagne
2373E0010088X,2023-01-03,2033-01-02,C,C,appartement,1948-1974,20.2,Bourg-Saint-Maurice,73054,219.8,existant,Les Arcs / Bourg-Saint-Maurice
2373E2081612X,2023-06-22,2033-06-21,E,C,appartement,2006-2012,31.0,Bourg-Saint-Maurice,73054,315.0,existant,Les Arcs / Bourg-Saint-Maurice
2373E0027462D,2023-01-04,2033-01-03,E,B,appartement,1989-2000,78.5,La Plagne Tarentaise,73150,268.0,existant,La Plagne
2373E0276643A,2023-01-26,2033-01-25,E,E,appartement,1975-1977,17.2,Bourg-Saint-Maurice,73054,268.3,existant,Les Arcs / Bourg-Saint-Maurice
2373E0383461K,2023-01-25,2033-01-24,D,B,appartement,1983-1988,17.3,Bourg-Saint-Maurice,73054,294.0,existant,Les Arcs / Bourg-Saint-Maurice
2373E0152859C,2023-01-17,2033-01-16,E,E,appartement,2001-2005,86.7,Sainte-Foy-Tarentaise,73232,263.3,existant,Sainte-Foy
2273E3218403P,2022-12-01,2032-11-30,E,E,appartement,1948-1974,22.9,Val-D-Isère,73304,271.7,existant,Val d'Isère
2373E2004855S,2023-06-16,2033-06-15,F,C,maison,1978-1982,211.0,La Plagne Tarentaise,73150,463.2,existant,La Plagne
2373E1811307O,2023-06-01,2033-05-31,E,C,appartement,1989-2000,61.7,Bourg-Saint-Maurice,73054,318.3,existant,Les Arcs / Bourg-Saint-Maurice
2373E1711087Y,2023-05-24,2033-05-23,D,B,maison,1948-1974,80.0,Bourg-Saint-Maurice,73054,203.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E1204087Y,2023-04-11,2033-04-10,E,C,appartement,1983-1988,42.4,La Plagne Tarentaise,73150,295.3,existant,La Plagne
2373E1996388B,2023-06-15,2033-06-14,E,B,appartement,2006-2012,45.5,La Plagne Tarentaise,73150,277.1,existant,La Plagne
2373E2000920J,2023-06-15,2033-06-14,D,B,maison,1978-1982,203.4,Tignes,73296,182.4,existant,Tignes
2373E0874888L,2023-03-16,2033-03-15,F,C,appartement,1978-1982,44.2,La Plagne Tarentaise,73150,405.4,existant,La Plagne
2273E3211119L,2022-10-02,2032-10-01,E,E,appartement,1975-1977,11.4,Tignes,73296,306.5,existant,Tignes
2373E1486575W,2023-05-04,2033-05-03,E,E,maison,avant 1948,149.8,Peisey-Nancroix,73197,364.6,existant,Peisey-Vallandry
2373E1712051A,2023-05-24,2033-05-23,C,B,appartement,2013-2021,53.8,Bourg-Saint-Maurice,73054,171.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E1873785O,2023-06-06,2033-06-05,E,E,appartement,1948-1974,30.5,La Plagne Tarentaise,73150,271.3,existant,La Plagne
2373E1434629Y,2023-04-29,2033-04-28,D,C,appartement,1948-1974,32.2,La Plagne Tarentaise,73150,207.0,existant,La Plagne
2373E0937830H,2023-03-21,2033-03-20,D,B,appartement,2006-2012,54.2,Bourg-Saint-Maurice,73054,181.5,existant,Les Arcs / Bourg-Saint-Maurice
2373E1612890D,2023-05-16,2033-05-15,D,B,appartement,1948-1974,43.9,Bourg-Saint-Maurice,73054,225.2,existant,Les Arcs / Bourg-Saint-Maurice
2373E0120640X,2023-01-15,2033-01-14,E,C,appartement,1989-2000,48.5,La Plagne Tarentaise,73150,310.7,existant,La Plagne
2373E1913047Q,2023-06-09,2033-06-08,F,C,appartement,1978-1982,32.2,Bourg-Saint-Maurice,73054,405.0,existant,Les Arcs / Bourg-Saint-Maurice
2373E1568054R,2023-05-10,2033-05-09,E,C,appartement,1983-1988,25.1,Bourg-Saint-Maurice,73054,326.7,existant,Les Arcs / Bourg-Saint-Maurice
2373E0826135I,2023-03-13,2033-03-12,F,F,appartement,1948-1974,59.0,Montvalezan,73176,357.2,existant,La Rosière
2373E0242182P,2023-01-25,2033-01-24,D,D,appartement,1983-1988,94.2,La Plagne Tarentaise,73150,200.1,existant,La Plagne
2373E0238498X,2023-01-21,2033-01-20,E,B,appartement,2006-2012,42.9,Bourg-Saint-Maurice,73054,275.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E1206805M,2023-04-12,2033-04-11,E,B,appartement,1978-1982,15.4,La Plagne Tarentaise,73150,341.2,existant,La Plagne
2373E2021397Y,2023-06-17,2033-06-16,E,C,maison,1989-2000,96.0,La Plagne Tarentaise,73150,318.2,existant,La Plagne
2373E1280900H,2023-04-18,2033-04-17,C,C,appartement,1948-1974,13.4,La Plagne Tarentaise,73150,236.2,existant,La Plagne
2373E0540223S,2023-02-16,2033-02-15,E,B,appartement,2006-2012,35.2,Bourg-Saint-Maurice,73054,262.5,existant,Les Arcs / Bourg-Saint-Maurice
2373E0188186V,2023-01-20,2033-01-19,E,C,maison,2001-2005,245.1,Peisey-Nancroix,73197,297.2,existant,Peisey-Vallandry
2373E1614434N,2023-05-16,2033-05-15,C,B,appartement,1975-1977,24.4,Bourg-Saint-Maurice,73054,197.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E1578976T,2023-05-12,2033-05-11,E,E,appartement,1948-1974,67.9,Val-D-Isère,73304,243.7,existant,Val d'Isère
2373E1432722P,2023-04-28,2033-04-27,E,C,appartement,avant 1948,50.1,Sainte-Foy-Tarentaise,73232,389.4,existant,Sainte-Foy
2373E0895622X,2023-03-17,2033-03-16,D,D,appartement,1975-1977,41.2,Val-D-Isère,73304,155.6,existant,Val d'Isère
2373E2156153W,2023-06-27,2033-06-26,E,E,appartement,1948-1974,22.1,Tignes,73296,272.2,existant,Tignes
2373E1192020V,2023-04-11,2033-04-10,F,F,appartement,1948-1974,22.5,Tignes,73296,291.1,existant,Tignes
2373E0430740V,2023-01-25,2033-01-24,E,B,appartement,1975-1977,44.3,Peisey-Nancroix,73197,264.5,existant,Peisey-Vallandry
2373E0115390Z,2023-01-13,2033-01-12,G,G,appartement,1948-1974,65.0,Val-D-Isère,73304,362.9,existant,Val d'Isère
2373E0420966X,2023-02-08,2033-02-07,D,B,appartement,1989-2000,46.2,La Plagne Tarentaise,73150,245.1,existant,La Plagne
2373E0288637I,2023-01-30,2033-01-29,E,E,appartement,1948-1974,43.6,Bourg-Saint-Maurice,73054,244.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E0067430J,2023-01-05,2033-01-04,E,B,appartement,2001-2005,39.3,Bourg-Saint-Maurice,73054,254.3,existant,Les Arcs / Bourg-Saint-Maurice
2373E0334646X,2023-02-02,2033-02-01,D,B,appartement,1975-1977,21.3,Montvalezan,73176,258.9,existant,La Rosière
2373E1149957A,2023-04-06,2033-04-05,D,D,appartement,1989-2000,35.0,La Plagne Tarentaise,73150,164.6,existant,La Plagne
2373E0892902H,2023-03-17,2033-03-16,C,C,appartement,après 2021,61.8,La Plagne Tarentaise,73150,143.1,existant,La Plagne
2373E0950862N,2023-03-22,2033-03-21,E,E,appartement,1975-1977,19.8,Tignes,73296,239.1,existant,Tignes
2373E0736074L,2023-03-06,2033-03-05,D,B,appartement,1975-1977,24.0,Bourg-Saint-Maurice,73054,239.3,existant,Les Arcs / Bourg-Saint-Maurice
2373E0502950D,2023-02-15,2033-02-14,C,B,appartement,2006-2012,40.1,Bourg-Saint-Maurice,73054,178.1,existant,Les Arcs / Bourg-Saint-Maurice
2273E3228444U,2022-12-27,2032-12-26,D,B,appartement,2013-2021,51.3,La Plagne Tarentaise,73150,193.6,existant,La Plagne
2373E0007716R,2023-01-03,2033-01-02,F,C,appartement,1978-1982,33.9,Bourg-Saint-Maurice,73054,457.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E1458482J,2023-05-02,2033-05-01,E,C,appartement,1978-1982,16.4,Bourg-Saint-Maurice,73054,466.7,existant,Les Arcs / Bourg-Saint-Maurice
2273E3198861Z,2022-10-20,2032-10-19,E,E,appartement,1975-1977,13.8,Val-D-Isère,73304,261.6,existant,Val d'Isère
2373E0125424X,2023-01-16,2033-01-15,E,C,appartement,1983-1988,22.1,Val-D-Isère,73304,327.6,existant,Val d'Isère
2373E1658241K,2023-05-20,2033-05-19,E,E,appartement,1975-1977,20.4,Tignes,73296,246.3,existant,Tignes
2373E1745671C,2023-05-26,2033-05-25,F,F,appartement,1948-1974,22.5,Tignes,73296,332.1,existant,Tignes
2373E0079683Q,2023-01-11,2033-01-10,D,B,maison,avant 1948,174.0,Bourg-Saint-Maurice,73054,213.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E1091108P,2023-03-31,2033-03-30,E,B,appartement,1989-2000,148.9,La Plagne Tarentaise,73150,262.3,existant,La Plagne
2373E1642955M,2023-05-18,2033-05-17,D,D,appartement,1948-1974,36.6,Val-D-Isère,73304,138.0,existant,Val d'Isère
2373E0267537U,2023-01-27,2033-01-26,E,C,appartement,1948-1974,31.1,La Plagne Tarentaise,73150,272.5,existant,La Plagne
2373E0147588J,2023-01-13,2033-01-12,D,D,appartement,2006-2012,54.5,Montvalezan,73176,170.7,existant,La Rosière
2373E1505892V,2023-05-05,2033-05-04,E,C,appartement,1989-2000,26.7,La Plagne Tarentaise,73150,401.4,existant,La Plagne
2373E0859458Z,2023-03-15,2033-03-14,E,E,appartement,1948-1974,38.4,Tignes,73296,258.0,existant,Tignes
2373E0966507G,2023-03-23,2033-03-22,E,B,appartement,1975-1977,30.0,Bourg-Saint-Maurice,73054,267.4,existant,Les Arcs / Bourg-Saint-Maurice
2373E0196122B,2023-01-21,2033-01-20,G,C,appartement,1978-1982,37.0,La Plagne Tarentaise,73150,591.0,existant,La Plagne
2373E2017020P,2023-06-06,2033-06-05,E,C,appartement,1983-1988,22.7,La Plagne Tarentaise,73150,379.6,existant,La Plagne
2373E0139048X,2023-01-15,2033-01-14,D,B,appartement,2006-2012,108.0,Bourg-Saint-Maurice,73054,203.5,existant,Les Arcs / Bourg-Saint-Maurice
2373E1091648J,2023-03-31,2033-03-30,F,C,appartement,1983-1988,51.0,La Plagne Tarentaise,73150,497.6,existant,La Plagne
2373E1953003K,2023-06-13,2033-06-12,E,C,appartement,1978-1982,32.2,Bourg-Saint-Maurice,73054,397.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E1533702L,2023-05-09,2033-05-08,F,C,appartement,1983-1988,39.8,La Plagne Tarentaise,73150,405.0,existant,La Plagne
2373E1391405M,2023-04-24,2033-04-23,E,E,appartement,1975-1977,42.7,Val-D-Isère,73304,201.5,existant,Val d'Isère
2373E1206408F,2023-04-12,2033-04-11,F,C,appartement,1978-1982,17.3,La Plagne Tarentaise,73150,491.4,existant,La Plagne
2373E0453599A,2023-02-11,2033-02-10,C,C,appartement,2013-2021,22.3,La Plagne Tarentaise,73150,143.6,existant,La Plagne
2373E1296799U,2023-04-19,2033-04-18,E,C,appartement,1989-2000,27.3,La Plagne Tarentaise,73150,349.6,existant,La Plagne
2373E2184734D,2023-06-15,2033-06-14,F,C,appartement,1989-2000,73.8,Bourg-Saint-Maurice,73054,394.5,existant,Les Arcs / Bourg-Saint-Maurice
2373E1277093W,2023-04-18,2033-04-17,D,B,appartement,1975-1977,29.8,Bourg-Saint-Maurice,73054,213.0,existant,Les Arcs / Bourg-Saint-Maurice
2373E0828652D,2023-03-14,2033-03-13,E,B,appartement,1948-1974,19.4,La Plagne Tarentaise,73150,305.8,existant,La Plagne
2373E1157051W,2023-04-05,2033-04-04,D,B,appartement,1989-2000,22.3,Tignes,73296,252.2,existant,Tignes
2373E2119311W,2023-06-24,2033-06-23,D,B,appartement,1975-1977,21.3,La Plagne Tarentaise,73150,289.1,existant,La Plagne
2373E1015567E,2023-03-27,2033-03-26,E,C,appartement,1978-1982,20.8,Val-D-Isère,73304,370.7,existant,Val d'Isère
2373E2009002F,2023-06-16,2033-06-15,C,B,appartement,1948-1974,87.4,Peisey-Nancroix,73197,156.1,existant,Peisey-Vallandry
2373E1393497Y,2023-04-24,2033-04-23,C,A,maison,2006-2012,190.0,Tignes,73296,115.2,existant,Tignes
2373E1079278P,2023-03-31,2033-03-30,E,C,appartement,1989-2000,29.3,La Plagne Tarentaise,73150,309.8,existant,La Plagne
2373E1995270B,2023-06-15,2033-06-14,E,E,appartement,1948-1974,15.3,Tignes,73296,284.4,existant,Tignes
2373E0719810X,2023-02-03,2033-02-02,F,F,appartement,1948-1974,72.4,Val-D-Isère,73304,352.6,existant,Val d'Isère
2373E1884202F,2023-06-07,2033-06-06,E,D,maison,1975-1977,191.0,Montvalezan,73176,358.1,existant,La Rosière
2373E1897151G,2023-05-25,2033-05-24,E,B,appartement,2006-2012,21.4,Val-D-Isère,73304,320.3,existant,Val d'Isère
2373E1014286X,2023-03-27,2033-03-26,D,B,appartement,1948-1974,39.7,La Plagne Tarentaise,73150,248.9,existant,La Plagne
2373E1698749K,2023-05-24,2033-05-23,E,B,appartement,1978-1982,19.6,Bourg-Saint-Maurice,73054,304.8,existant,Les Arcs / Bourg-Saint-Maurice
2373E0607629G,2023-02-24,2033-02-23,D,B,appartement,1978-1982,38.1,Bourg-Saint-Maurice,73054,192.3,existant,Les Arcs / Bourg-Saint-Maurice
2373E0737918J,2023-03-07,2033-03-06,E,E,appartement,2006-2012,64.1,Sainte-Foy-Tarentaise,73232,191.4,existant,Sainte-Foy
2373E0807367M,2023-03-11,2033-03-10,D,B,appartement,1978-1982,14.7,La Plagne Tarentaise,73150,321.5,existant,La Plagne
2373E0383203M,2023-01-23,2033-01-22,E,C,maison,1978-1982,182.5,La Plagne Tarentaise,73150,341.3,existant,La Plagne
2373E0670736L,2023-03-01,2033-02-28,E,E,appartement,1948-1974,27.6,Tignes,73296,260.2,existant,Tignes
2373E1206449U,2023-04-12,2033-04-11,E,C,appartement,1978-1982,18.2,Bourg-Saint-Maurice,73054,407.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E2118558X,2023-06-24,2033-06-23,D,B,appartement,1989-2000,115.8,Montvalezan,73176,226.5,existant,La Rosière
2373E2031329Y,2023-06-19,2033-06-18,D,B,appartement,avant 1948,20.2,Bourg-Saint-Maurice,73054,290.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E0891819Q,2023-03-17,2033-03-16,C,C,appartement,après 2021,61.6,La Plagne Tarentaise,73150,101.8,existant,La Plagne
2373E0054584H,2023-01-09,2033-01-08,F,F,appartement,1948-1974,17.2,Bourg-Saint-Maurice,73054,362.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E2138249G,2023-06-26,2033-06-25,E,B,maison,2006-2012,55.9,Bourg-Saint-Maurice,73054,269.4,existant,Les Arcs / Bourg-Saint-Maurice
2273E3215521T,2022-12-26,2032-12-25,E,B,appartement,1978-1982,36.7,Val-D-Isère,73304,298.3,existant,Val d'Isère
2373E1537697C,2023-05-09,2033-05-08,E,C,appartement,1975-1977,13.7,Bourg-Saint-Maurice,73054,443.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E2016716X,2023-06-06,2033-06-05,E,C,appartement,1983-1988,28.8,La Plagne Tarentaise,73150,404.7,existant,La Plagne
2373E1135764D,2023-03-28,2033-03-27,C,A,appartement,1975-1977,24.0,Bourg-Saint-Maurice,73054,196.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E0227565K,2023-01-21,2033-01-20,D,B,appartement,2001-2005,54.9,Bourg-Saint-Maurice,73054,242.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E0708365S,2023-03-03,2033-03-02,E,C,maison,1978-1982,102.0,Sainte-Foy-Tarentaise,73232,374.9,existant,Sainte-Foy
2373E1596195A,2023-05-15,2033-05-14,C,C,appartement,2013-2021,41.9,La Plagne Tarentaise,73150,100.2,existant,La Plagne
2373E0230362Z,2023-01-11,2033-01-10,G,C,appartement,avant 1948,38.8,Bourg-Saint-Maurice,73054,753.4,existant,Les Arcs / Bourg-Saint-Maurice
2273E3198841F,2022-09-30,2032-09-29,E,E,appartement,1948-1974,94.0,Val-D-Isère,73304,175.7,existant,Val d'Isère
2373E2161115S,2023-06-27,2033-06-26,E,E,appartement,1948-1974,74.9,Tignes,73296,193.6,existant,Tignes
2373E1424808F,2023-04-28,2033-04-27,F,C,appartement,1983-1988,48.8,La Plagne Tarentaise,73150,410.6,existant,La Plagne
2373E0719804R,2023-02-03,2033-02-02,F,F,appartement,1948-1974,72.4,Tignes,73296,352.6,existant,Tignes
2373E1568111W,2023-05-10,2033-05-09,E,C,appartement,1983-1988,26.0,Bourg-Saint-Maurice,73054,390.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E1413149U,2023-04-27,2033-04-26,E,B,appartement,1978-1982,57.2,Bourg-Saint-Maurice,73054,262.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E1453250D,2023-05-02,2033-05-01,F,C,appartement,1978-1982,19.9,La Plagne Tarentaise,73150,511.3,existant,La Plagne
2373E0274455W,2023-01-25,2033-01-24,E,B,appartement,2006-2012,42.7,Sainte-Foy-Tarentaise,73232,294.9,existant,Sainte-Foy
2373E1807290B,2023-06-01,2033-05-31,F,C,appartement,1978-1982,22.1,La Plagne Tarentaise,73150,472.8,existant,La Plagne
2373E1528290H,2023-05-09,2033-05-08,E,E,appartement,2006-2012,60.8,Montvalezan,73176,211.9,existant,La Rosière
2373E0737939E,2023-03-07,2033-03-06,D,D,appartement,2006-2012,64.1,Sainte-Foy-Tarentaise,73232,170.4,existant,Sainte-Foy
2373E1095288J,2023-04-01,2033-03-31,C,C,appartement,1948-1974,22.6,La Plagne Tarentaise,73150,203.8,existant,La Plagne
2373E2154008J,2023-06-27,2033-06-26,D,B,appartement,1989-2000,24.1,La Plagne Tarentaise,73150,275.9,existant,La Plagne
2373E0397068T,2023-02-07,2033-02-06,C,C,appartement,1948-1974,22.3,Bourg-Saint-Maurice,73054,212.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E0132785A,2023-01-16,2033-01-15,E,C,appartement,1983-1988,29.5,Tignes,73296,329.6,existant,Tignes
2373E1615176B,2023-05-15,2033-05-14,C,A,appartement,après 2021,60.9,Bourg-Saint-Maurice,73054,114.7,existant,Les Arcs / Bourg-Saint-Maurice
2373E1498302X,2023-05-05,2033-05-04,E,B,appartement,2001-2005,61.5,Bourg-Saint-Maurice,73054,259.0,existant,Les Arcs / Bourg-Saint-Maurice
2373E1420236J,2023-04-27,2033-04-26,E,C,appartement,2001-2005,45.1,La Plagne Tarentaise,73150,339.2,existant,La Plagne
2373E0640692X,2023-02-16,2033-02-15,D,B,appartement,avant 1948,43.3,La Plagne Tarentaise,73150,234.0,existant,La Plagne
2373E1205715O,2023-04-05,2033-04-04,D,B,appartement,1978-1982,32.7,Bourg-Saint-Maurice,73054,245.2,existant,Les Arcs / Bourg-Saint-Maurice
2373E0369625G,2023-02-04,2033-02-03,D,D,appartement,2001-2005,78.0,Tignes,73296,138.8,existant,Tignes
2373E1346426N,2023-03-23,2033-03-22,E,C,appartement,avant 1948,49.7,Val-D-Isère,73304,301.3,existant,Val d'Isère
2373E2133387G,2023-06-26,2033-06-25,D,D,appartement,1948-1974,31.2,Tignes,73296,149.7,existant,Tignes
2373E0178761I,2023-01-19,2033-01-18,F,C,appartement,1983-1988,16.5,Bourg-Saint-Maurice,73054,509.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E0892564H,2023-03-17,2033-03-16,C,C,appartement,après 2021,62.1,La Plagne Tarentaise,73150,96.8,existant,La Plagne
2373E0425940F,2023-02-09,2033-02-08,D,B,appartement,1948-1974,24.9,La Plagne Tarentaise,73150,275.1,existant,La Plagne
2373E1118266D,2023-04-04,2033-04-03,E,B,appartement,1983-1988,28.4,La Plagne Tarentaise,73150,272.9,existant,La Plagne
2373E0277471W,2023-01-28,2033-01-27,E,C,appartement,1983-1988,29.8,Tignes,73296,339.5,existant,Tignes
2373E1001404L,2023-02-22,2033-02-21,E,E,appartement,2006-2012,72.1,Montvalezan,73176,188.7,existant,La Rosière
2373E1299924Z,2023-04-19,2033-04-18,D,B,appartement,1989-2000,29.2,Val-D-Isère,73304,237.3,existant,Val d'Isère
2373E0647535C,2023-02-27,2033-02-26,D,D,appartement,2013-2021,18.8,Val-D-Isère,73304,179.0,existant,Val d'Isère
2373E1614134Z,2023-05-16,2033-05-15,F,F,appartement,1948-1974,31.3,Bourg-Saint-Maurice,73054,354.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E0197975I,2023-01-21,2033-01-20,F,F,appartement,1975-1977,21.6,Tignes,73296,352.4,existant,Tignes
2373E1503829M,2023-05-05,2033-05-04,E,C,appartement,1978-1982,17.0,La Plagne Tarentaise,73150,341.2,existant,La Plagne
2373E0811222T,2023-03-13,2033-03-12,E,B,appartement,2001-2005,70.5,Bourg-Saint-Maurice,73054,278.8,existant,Les Arcs / Bourg-Saint-Maurice
2373E0092852D,2023-01-09,2033-01-08,B,A,appartement,2013-2021,41.2,Bourg-Saint-Maurice,73054,109.9,existant,Les Arcs / Bourg-Saint-Maurice
2373E0349082D,2023-02-02,2033-02-01,F,C,appartement,1978-1982,26.6,La Plagne Tarentaise,73150,476.9,existant,La Plagne
2373E1041929C,2023-03-29,2033-03-28,E,C,appartement,1978-1982,13.3,Bourg-Saint-Maurice,73054,388.4,existant,Les Arcs / Bourg-Saint-Maurice
2373E0097844D,2023-01-12,2033-01-11,E,C,appartement,1978-1982,22.1,La Plagne Tarentaise,73150,366.2,existant,La Plagne
2373E1427392P,2023-04-28,2033-04-27,F,F,maison,1948-1974,165.4,Bourg-Saint-Maurice,73054,264.4,existant,Les Arcs / Bourg-Saint-Maurice
2373E0951157W,2023-03-22,2033-03-21,E,E,appartement,1975-1977,20.7,Tignes,73296,217.2,existant,Tignes
2373E1646258N,2023-05-18,2033-05-17,E,C,appartement,avant 1948,58.4,Bourg-Saint-Maurice,73054,286.8,existant,Les Arcs / Bourg-Saint-Maurice
2373E2032403G,2023-06-12,2033-06-11,E,B,appartement,2001-2005,27.2,Bourg-Saint-Maurice,73054,287.1,existant,Les Arcs / Bourg-Saint-Maurice
2373E1264386D,2023-04-17,2033-04-16,C,A,maison,1948-1974,160.0,Peisey-Nancroix,73197,147.2,existant,Peisey-Vallandry
2373E0277515O,2023-01-28,2033-01-27,E,C,appartement,1983-1988,33.7,Tignes,73296,319.5,existant,Tignes
2373E1180272Z,2023-03-22,2033-03-21,E,E,maison,avant 1948,175.0,Sainte-Foy-Tarentaise,73232,353.0,existant,Sainte-Foy
2373E0341931C,2023-02-02,2033-02-01,F,C,appartement,1989-2000,31.0,Montvalezan,73176,471.5,existant,La Rosière
2373E0995430R,2023-03-24,2033-03-23,E,E,appartement,2001-2005,86.5,Tignes,73296,209.6,existant,Tignes
2373E0800670X,2023-03-10,2033-03-09,E,C,appartement,1983-1988,50.6,Bourg-Saint-Maurice,73054,297.4,existant,Les Arcs / Bourg-Saint-Maurice
2373E1346782F,2023-04-13,2033-04-12,E,E,appartement,1978-1982,31.6,Val-D-Isère,73304,223.2,existant,Val d'Isère
2373E1157223M,2023-04-06,2033-04-05,E,C,appartement,1978-1982,30.1,La Plagne Tarentaise,73150,346.7,existant,La Plagne
2373E0569568J,2023-02-21,2033-02-20,F,C,appartement,1978-1982,32.6,Bourg-Saint-Maurice,73054,412.5,existant,Les Arcs / Bourg-Saint-Maurice
2373E0378703K,2023-01-25,2033-01-24,D,B,appartement,1983-1988,31.9,Bourg-Saint-Maurice,73054,260.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E0638190R,2023-02-27,2033-02-26,C,A,appartement,2013-2021,40.1,Bourg-Saint-Maurice,73054,161.4,existant,Les Arcs / Bourg-Saint-Maurice
2373E0747938T,2023-03-07,2033-03-06,E,B,appartement,1989-2000,50.4,Bourg-Saint-Maurice,73054,274.6,existant,Les Arcs / Bourg-Saint-Maurice
2373E0651136P,2023-02-27,2033-02-26,E,C,appartement,1983-1988,28.5,Val-D-Isère,73304,369.9,existant,Val d'Isère
2373E1712501I,2023-05-24,2033-05-23,E,C,appartement,1989-2000,26.9,La Plagne Tarentaise,73150,389.9,existant,La Plagne
2373E1534215E,2023-05-09,2033-05-08,F,C,appartement,1983-1988,24.1,La Plagne Tarentaise,73150,522.2,existant,La Plagne
2373E0138564H,2023-01-17,2033-01-16,E,B,appartement,avant 1948,42.2,Peisey-Nancroix,73197,263.4,existant,Peisey-Vallandry
2373E0768744Z,2023-03-03,2033-03-02,D,B,appartement,2006-2012,35.6,Bourg-Saint-Maurice,73054,247.3,existant,Les Arcs / Bourg-Saint-Maurice
2373E0435299E,2023-02-09,2033-02-08,E,E,appartement,2006-2012,57.5,Montvalezan,73176,198.4,existant,La Rosière
2373E1920403O,2023-06-09,2033-06-08,G,F,maison,1948-1974,114.0,La Plagne Tarentaise,73150,634.7,existant,La Plagne
